#
#
# US Geological Survey, Water Resources Data
# retrieved: 2024-04-11 14:12:02 EDT      (caww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 09402500 COLORADO RIVER NEAR GRAND CANYON, AZ
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		5323	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
5s	15s	5s	3n	4s	2s	12n
USGS	09402500	00060	5323	2005	1	14440
USGS	09402500	00060	5323	2005	2	15400
USGS	09402500	00060	5323	2005	3	14420
USGS	09402500	00060	5323	2005	4	10520
USGS	09402500	00060	5323	2005	5	10870
USGS	09402500	00060	5323	2005	6	13570
USGS	09402500	00060	5323	2005	7	14470
USGS	09402500	00060	5323	2005	8	14990
USGS	09402500	00060	5323	2005	9	9292
USGS	09402500	00060	5323	2005	10	9154
USGS	09402500	00060	5323	2005	11	9247
USGS	09402500	00060	5323	2005	12	13520
USGS	09402500	00060	5323	2006	1	13780
USGS	09402500	00060	5323	2006	2	15170
USGS	09402500	00060	5323	2006	3	10790
USGS	09402500	00060	5323	2006	4	10940
USGS	09402500	00060	5323	2006	5	10570
USGS	09402500	00060	5323	2006	6	14130
USGS	09402500	00060	5323	2006	7	14340
USGS	09402500	00060	5323	2006	8	15110
USGS	09402500	00060	5323	2006	9	10280
USGS	09402500	00060	5323	2006	10	11300
USGS	09402500	00060	5323	2006	11	10760
USGS	09402500	00060	5323	2006	12	13780
USGS	09402500	00060	5323	2007	1	13750
USGS	09402500	00060	5323	2007	2	11680
USGS	09402500	00060	5323	2007	3	10590
USGS	09402500	00060	5323	2007	4	10720
USGS	09402500	00060	5323	2007	5	10460
USGS	09402500	00060	5323	2007	6	14170
USGS	09402500	00060	5323	2007	7	14050
USGS	09402500	00060	5323	2007	8	14800
USGS	09402500	00060	5323	2007	9	10940
USGS	09402500	00060	5323	2007	10	10290
USGS	09402500	00060	5323	2007	11	10770
USGS	09402500	00060	5323	2007	12	14180
USGS	09402500	00060	5323	2008	1	13910
USGS	09402500	00060	5323	2008	2	12220
USGS	09402500	00060	5323	2008	3	15160
USGS	09402500	00060	5323	2008	4	12120
USGS	09402500	00060	5323	2008	5	13460
USGS	09402500	00060	5323	2008	6	13840
USGS	09402500	00060	5323	2008	7	14900
USGS	09402500	00060	5323	2008	8	15500
USGS	09402500	00060	5323	2008	9	13050
USGS	09402500	00060	5323	2008	10	12960
USGS	09402500	00060	5323	2008	11	10980
USGS	09402500	00060	5323	2008	12	13700
USGS	09402500	00060	5323	2009	1	13920
USGS	09402500	00060	5323	2009	2	11720
USGS	09402500	00060	5323	2009	3	11490
USGS	09402500	00060	5323	2009	4	11000
USGS	09402500	00060	5323	2009	5	10370
USGS	09402500	00060	5323	2009	6	11860
USGS	09402500	00060	5323	2009	7	13930
USGS	09402500	00060	5323	2009	8	13860
USGS	09402500	00060	5323	2009	9	10780
USGS	09402500	00060	5323	2009	10	10710
USGS	09402500	00060	5323	2009	11	12180
USGS	09402500	00060	5323	2009	12	15370
USGS	09402500	00060	5323	2010	1	15710
USGS	09402500	00060	5323	2010	2	12230
USGS	09402500	00060	5323	2010	3	10910
USGS	09402500	00060	5323	2010	4	11820
USGS	09402500	00060	5323	2010	5	10540
USGS	09402500	00060	5323	2010	6	10680
USGS	09402500	00060	5323	2010	7	13870
USGS	09402500	00060	5323	2010	8	14910
USGS	09402500	00060	5323	2010	9	8971
USGS	09402500	00060	5323	2010	10	8833
USGS	09402500	00060	5323	2010	11	14130
USGS	09402500	00060	5323	2010	12	14620
USGS	09402500	00060	5323	2011	1	16850
USGS	09402500	00060	5323	2011	2	18170
USGS	09402500	00060	5323	2011	3	17700
USGS	09402500	00060	5323	2011	4	16910
USGS	09402500	00060	5323	2011	5	19710
USGS	09402500	00060	5323	2011	6	23780
USGS	09402500	00060	5323	2011	7	24940
USGS	09402500	00060	5323	2011	8	25010
USGS	09402500	00060	5323	2011	9	16780
USGS	09402500	00060	5323	2011	10	16490
USGS	09402500	00060	5323	2011	11	18950
USGS	09402500	00060	5323	2011	12	20450
USGS	09402500	00060	5323	2012	1	14420
USGS	09402500	00060	5323	2012	2	11700
USGS	09402500	00060	5323	2012	3	10230
USGS	09402500	00060	5323	2012	4	10570
USGS	09402500	00060	5323	2012	5	10160
USGS	09402500	00060	5323	2012	6	12350
USGS	09402500	00060	5323	2012	7	14940
USGS	09402500	00060	5323	2012	8	14290
USGS	09402500	00060	5323	2012	9	8839
USGS	09402500	00060	5323	2012	10	8534
USGS	09402500	00060	5323	2012	11	12850
USGS	09402500	00060	5323	2012	12	13370
USGS	09402500	00060	5323	2013	1	13640
USGS	09402500	00060	5323	2013	2	11420
USGS	09402500	00060	5323	2013	3	10620
USGS	09402500	00060	5323	2013	4	9680
USGS	09402500	00060	5323	2013	5	10250
USGS	09402500	00060	5323	2013	6	13970
USGS	09402500	00060	5323	2013	7	15030
USGS	09402500	00060	5323	2013	8	14340
USGS	09402500	00060	5323	2013	9	11530
USGS	09402500	00060	5323	2013	10	8172
USGS	09402500	00060	5323	2013	11	12150
USGS	09402500	00060	5323	2013	12	10080
USGS	09402500	00060	5323	2014	1	13560
USGS	09402500	00060	5323	2014	2	11460
USGS	09402500	00060	5323	2014	3	8800
USGS	09402500	00060	5323	2014	4	8984
USGS	09402500	00060	5323	2014	5	8546
USGS	09402500	00060	5323	2014	6	10670
USGS	09402500	00060	5323	2014	7	13720
USGS	09402500	00060	5323	2014	8	13970
USGS	09402500	00060	5323	2014	9	11060
USGS	09402500	00060	5323	2014	10	10650
USGS	09402500	00060	5323	2014	11	13520
USGS	09402500	00060	5323	2014	12	14830
USGS	09402500	00060	5323	2015	1	14780
USGS	09402500	00060	5323	2015	2	11430
USGS	09402500	00060	5323	2015	3	11340
USGS	09402500	00060	5323	2015	4	10680
USGS	09402500	00060	5323	2015	5	11990
USGS	09402500	00060	5323	2015	6	13900
USGS	09402500	00060	5323	2015	7	18040
USGS	09402500	00060	5323	2015	8	13960
USGS	09402500	00060	5323	2015	9	12740
USGS	09402500	00060	5323	2015	10	10810
USGS	09402500	00060	5323	2015	11	10170
USGS	09402500	00060	5323	2015	12	14410
USGS	09402500	00060	5323	2016	1	14660
USGS	09402500	00060	5323	2016	2	12960
USGS	09402500	00060	5323	2016	3	12090
USGS	09402500	00060	5323	2016	4	11980
USGS	09402500	00060	5323	2016	5	12060
USGS	09402500	00060	5323	2016	6	14040
USGS	09402500	00060	5323	2016	7	16080
USGS	09402500	00060	5323	2016	8	15550
USGS	09402500	00060	5323	2016	9	12480
USGS	09402500	00060	5323	2016	10	10390
USGS	09402500	00060	5323	2016	11	13150
USGS	09402500	00060	5323	2016	12	15440
USGS	09402500	00060	5323	2017	1	15370
USGS	09402500	00060	5323	2017	2	14090
USGS	09402500	00060	5323	2017	3	12910
USGS	09402500	00060	5323	2017	4	11250
USGS	09402500	00060	5323	2017	5	11180
USGS	09402500	00060	5323	2017	6	13230
USGS	09402500	00060	5323	2017	7	14750
USGS	09402500	00060	5323	2017	8	15770
USGS	09402500	00060	5323	2017	9	11690
USGS	09402500	00060	5323	2017	10	10730
USGS	09402500	00060	5323	2017	11	10810
